startTime, stopTime, KP name, comment
2023-10-18 10:00:00,2023-10-18 15:00:00,LT11 Sun,PZ rebook
2023-10-19 01:00:00,2023-10-19 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-10-19 08:00:00,2023-10-19 09:00:00,LT03 Pulsars,NenuFAR booking
2023-10-19 10:00:00,2023-10-19 14:00:00,LT03 Pulsars,NenuFAR booking
2023-10-19 19:00:00,2023-10-19 20:00:00,LT03 Pulsars,NenuFAR booking
2023-10-19 22:00:00,2023-10-20 03:00:00,LT03 Pulsars,NenuFAR booking
2023-10-20 18:00:00,2023-10-21 05:00:00,LT01 Cosmic Dawn,NenuFAR booking
2023-10-21 23:00:00,2023-10-22 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-10-22 15:00:00,2023-10-22 18:00:00,LT12 Radio Gamma,NenuFAR booking
2023-10-23 01:00:00,2023-10-23 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-10-23 18:00:00,2023-10-23 19:00:00,RP2A M31,NenuFAR booking
2023-10-23 23:00:00,2023-10-24 03:00:00,LT06 Planetary Lightning,NenuFAR booking
2023-10-24 03:00:00,2023-10-24 06:00:00,LT12 Radio Gamma,NenuFAR booking
2023-10-24 23:00:00,2023-10-25 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-10-26 01:00:00,2023-10-26 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-10-26 10:00:00,2023-10-26 14:00:00,LT03 Pulsars,NenuFAR booking
2023-10-26 18:00:00,2023-10-26 21:00:00,LT12 Radio Gamma,NenuFAR booking
2023-10-27 01:00:00,2023-10-27 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-10-27 11:00:00,2023-10-27 12:00:00,LT03 Pulsars,NenuFAR booking
2023-10-27 23:00:00,2023-10-28 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-10-29 01:00:00,2023-10-29 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-10-30 01:00:00,2023-10-30 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-10-30 23:00:00,2023-10-31 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-10-31 05:45:00,2023-10-31 11:45:00,LT06 Planetary Lightning,NenuFAR booking
2023-11-01 01:00:00,2023-11-01 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-11-01 05:00:00,2023-11-01 09:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-01 23:00:00,2023-11-02 04:00:00,LT03 Pulsars,NenuFAR booking
2023-11-02 06:00:00,2023-11-02 08:00:00,LT03 Pulsars,NenuFAR booking
2023-11-02 10:00:00,2023-11-02 14:00:00,LT03 Pulsars,NenuFAR booking
2023-11-02 18:00:00,2023-11-02 19:00:00,LT03 Pulsars,NenuFAR booking
2023-11-02 20:00:00,2023-11-02 23:00:00,LT03 Pulsars,NenuFAR booking
2023-11-02 23:00:00,2023-11-03 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-11-03 05:00:00,2023-11-03 10:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-03 17:00:00,2023-11-03 20:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-04 00:00:00,2023-11-04 03:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-04 03:00:00,2023-11-04 05:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-11-04 05:00:00,2023-11-04 09:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-04 22:00:00,2023-11-05 00:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-05 01:00:00,2023-11-05 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-11-05 06:00:00,2023-11-05 10:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-05 15:00:00,2023-11-05 18:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-05 18:00:00,2023-11-05 22:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-05 23:00:00,2023-11-06 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-11-06 03:00:00,2023-11-06 05:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-11-06 06:00:00,2023-11-06 10:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-06 18:00:00,2023-11-06 22:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-07 01:00:00,2023-11-07 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-11-07 03:00:00,2023-11-07 06:00:00,LT03 Pulsars,NenuFAR booking
2023-11-07 06:00:00,2023-11-07 10:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-07 19:00:00,2023-11-08 00:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-08 01:00:00,2023-11-08 03:00:00,LT10 Radio recombination lines,NenuFAR booking
2023-11-08 03:00:00,2023-11-08 07:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-08 10:00:00,2023-11-08 11:00:00,LT03 Pulsars,NenuFAR booking
2023-11-08 23:00:00,2023-11-09 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-11-09 03:00:00,2023-11-09 07:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-09 10:00:00,2023-11-10 14:00:00,LT03 Pulsars,NenuFAR booking
2023-11-10 17:00:00,2023-11-11 05:00:00,LT01 Cosmic Dawn,NenuFAR booking
2023-11-11 05:00:00,2023-11-11 10:30:00,LT02 Exoplanets and stars,NenuFAR booking
